id,folder,filename,originalClassification,status,primaryClass,subclass,compatibleClasses,atmosphereVisible,waterVisible,vegetationVisible,iceVisible,volcanismVisible,lightingCleanable,earthGeography,correctionReason,rejectionReason,materialCreated,systemThumbnailCreated,sha256
P39-08,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 16.png,Toxic A — Green Poison Planet,accepted,greenhouse,green-chemical,,True,False,False,False,False,True,False,,,True,True,183ae01aab179f45b3e554ae7e8bf2dec7c77cef53324f5024949b955da12db2
P39-09,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 17.png,Toxic A — Green Poison Planet,rejected,greenhouse,green-chemical,,True,False,False,False,False,False,False,,"Persistent colored limb glare, ocean hotspot, or baked shadow strip remains visible during rotation.",True,True,7053860e30520f6934f2e5d41684f2f4c5affe8ae6e145398a339d26d68014b7
P39-10,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 18.png,Toxic A — Green Poison Planet,rejected,greenhouse,green-chemical,,True,False,False,False,False,False,False,,"Persistent colored limb glare, ocean hotspot, or baked shadow strip remains visible during rotation.",True,True,366c9b080cd02c660f020578c61db216fca0af1cde1f801851c2a0896afea152
P39-11,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 19.png,Toxic A — Green Poison Planet,accepted,greenhouse,green-chemical,,True,False,False,False,False,True,False,,,True,True,2c1df20b7be9c45fbeeee405609a8c0930cb02ee0a18c33b830ba683a1b14391
P39-12,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 2.png,Toxic A — Green Poison Planet,accepted,greenhouse,green-chemical,,True,False,False,False,False,True,False,,,True,True,c624207e35bec78fa413d7f0ee68b1ffb9d41b839b2056665a0171fd3691febf
P39-13,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 20.png,Toxic A — Green Poison Planet,accepted,gas-giant,chemical-cloud,,True,False,False,False,False,True,False,Large atmospheric bands; no exposed terrestrial terrain.,,True,True,8256e982f8c90ff24c3d7881f6da15beac2d9a4565bc4867ca1a1f120ee597e0
P39-14,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 21.png,Toxic A — Green Poison Planet,rejected,greenhouse,green-chemical,,True,False,False,False,False,False,False,,Strong localized baked specular glare cannot serve as neutral albedo.,False,False,0132b5bf62820b7c099ae8cf44d4fa2fb61695262ddf679333739231fd5c2230
P39-15,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 22.png,Toxic A — Green Poison Planet,accepted,greenhouse,green-chemical,,True,False,False,False,False,True,False,,,True,True,f7bb438155fd087a93af96d0676f5fd302de7a06dcf18fadc598130a3d66572d
P39-16,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 23.png,Toxic A — Green Poison Planet,rejected,greenhouse,green-chemical,,True,False,False,False,False,False,False,,"Persistent colored limb glare, ocean hotspot, or baked shadow strip remains visible during rotation.",True,True,8fab1b48ad97aa372b1d0b4a0100d14ce3f2fa78dfbfe4826f10e0af6ae6dd37
P39-17,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 24.png,Toxic A — Green Poison Planet,rejected,greenhouse,green-chemical,,True,False,False,False,False,False,False,,Studio floor/contact shadow and directional lighting make the globe unsuitable as a surface source.,False,False,6cb84d3f49f1447856ffab2cc8b8397f82170d8aae70f8c9f5960a28f29a6fdf
P39-18,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 25.png,Toxic A — Green Poison Planet,accepted,greenhouse,green-chemical,,True,False,False,False,False,True,False,,,True,True,811e4e6fac1557c2bf1477007f2d98dfa61a58a0782de0c3f3cb8427513594f2
P39-19,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 26.png,Toxic A — Green Poison Planet,accepted,greenhouse,green-chemical,,True,False,False,False,False,True,False,,,True,True,33e06d35ab6b62ef0aebc737de6385afba19411edbc5288bbde4116f9a86c233
P39-20,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 27.png,Toxic A — Green Poison Planet,rejected,greenhouse,green-chemical,,True,False,False,False,False,False,False,,"Persistent colored limb glare, ocean hotspot, or baked shadow strip remains visible during rotation.",True,True,88ba7d975fd09b05244aec41be324a75489fe17c003faa815b67e528b51f9aa6
P39-21,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 28.png,Toxic A — Green Poison Planet,accepted,gas-giant,chemical-cloud,,True,False,False,False,False,True,False,Large atmospheric bands; no exposed terrestrial terrain.,,True,True,763913a135cedef5aab0c6314b94a0608dc857c433b9a0cb91c6c171ef8b6548
P39-22,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 3.png,Toxic A — Green Poison Planet,rejected,greenhouse,green-chemical,,True,False,False,False,False,False,False,,Strong localized baked specular glare cannot serve as neutral albedo.,False,False,535d32a54ef47ba4a01450b955ccde8ed13ea1242c7f86545ba071d5775cdd8f
P39-23,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 4.png,Toxic A — Green Poison Planet,accepted,gas-giant,chemical-cloud,,True,False,False,False,False,True,False,Large atmospheric bands; no exposed terrestrial terrain.,,True,True,c6409b3489993e3d46fd47c6dd9d009ac510d05d4332b3490efec0e101d94aa3
P39-24,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 5.png,Toxic A — Green Poison Planet,rejected,greenhouse,green-chemical,,True,False,False,False,False,False,False,,"Persistent colored limb glare, ocean hotspot, or baked shadow strip remains visible during rotation.",True,True,65d8f2cbbedc10f37572411b344c4f31effef7177bd516da911a3d6e528ade10
P39-25,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 6.png,Toxic A — Green Poison Planet,accepted,greenhouse,green-chemical,,True,False,False,False,False,True,False,,,True,True,418974f9ffd746678fb87b8165fb74af140a3d5fa0e3672fb84631738866fdf5
P39-26,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 7.png,Toxic A — Green Poison Planet,rejected,greenhouse,green-chemical,,True,False,False,False,False,False,False,,"Persistent colored limb glare, ocean hotspot, or baked shadow strip remains visible during rotation.",True,True,40f836e6358f1465853b085fb7665bb905e67f59b47a22797eabe4871071cd73
P39-27,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 8.png,Toxic A — Green Poison Planet,accepted,greenhouse,green-chemical,,True,False,False,False,False,True,False,,,True,True,101e7e7128fc46d0de4907123fb3ba40dfce62eeafae660b00ea0283e3c0ca4b
P39-28,Toxic A — Green Poison Planet,Toxic A — Green Poison Planet 9.png,Toxic A — Green Poison Planet,accepted,greenhouse,green-chemical,,True,False,False,False,False,True,False,,,True,True,f721b07480e2ff92bcb12b50f89d2110b9cc9a06f6fe25296da04f343aaf5117
P40-01,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 1.png,Toxic B — Amber Chemical Planet,accepted,greenhouse,amber-chemical,,True,False,False,False,False,True,False,,,True,True,09869522c947de282dc1e1abaf940c87a7fe01fb1a0e37ff3479558dcb174660
P40-02,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 10.png,Toxic B — Amber Chemical Planet,accepted,volcanic,magma-ocean,,True,False,False,False,False,True,False,"Incandescent orange material surrounding dark crust; treat as emissive molten terrain, not a cool chemical cloud.",,True,True,40bac5e3ca54fcd6d1ca448955032ae02d4d5143eaa9d2288776f7be22adeb62
P40-03,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 11.png,Toxic B — Amber Chemical Planet,rejected,greenhouse,amber-chemical,,True,False,False,False,False,False,False,,Strong localized baked specular glare cannot serve as neutral albedo.,False,False,2b25e85b3afce6a4df145817f1b6f7e5790c13ea6397506a05ae69de875b1b0e
P40-04,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 12.png,Toxic B — Amber Chemical Planet,accepted,greenhouse,amber-chemical,,True,False,False,False,False,True,False,,,True,True,4381c362678f53540c45f9dc975e30cc9764acf20c39191bf50c8b5b00925d48
P40-05,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 13.png,Toxic B — Amber Chemical Planet,rejected,greenhouse,amber-chemical,,True,False,False,False,False,False,False,,"Persistent colored limb glare, ocean hotspot, or baked shadow strip remains visible during rotation.",True,True,73a17c55cfd745d7f5cd31f802817d6a37412f86243643f13829639426bcf82b
P40-06,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 14.png,Toxic B — Amber Chemical Planet,accepted,greenhouse,amber-chemical,,True,False,False,False,False,True,False,,,True,True,679035573d5c7510ca89bc55f16b7c8a9014a8a55f283f6aaca786ac3b7db7ac
P40-07,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 15.png,Toxic B — Amber Chemical Planet,rejected,greenhouse,amber-chemical,,True,False,False,False,False,False,False,,"Surface is too dark, blurred, or unnaturally clipped/saturated after conversion.",True,True,6f7d60df22f1e92e985ad4d64770c023084272c3cc0f135587400271c71a62da
P40-08,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 16.png,Toxic B — Amber Chemical Planet,rejected,greenhouse,amber-chemical,,True,False,False,False,False,False,False,,"Polished mineral-ball appearance with artificial relief/glare, rather than convincing planetary terrain.",False,False,27d071d3b6e4eced1d63adb6605b71e3e92bd978be875eae1cdf722391714e6a
P40-09,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 17.png,Toxic B — Amber Chemical Planet,rejected,greenhouse,amber-chemical,,True,False,False,False,False,False,False,,Severe baked hemisphere/terminator or rim lighting conceals usable surface color.,False,False,c0e4df856c87b15c4a19f1b6ba95aee8949a1ea6b1676072441b71245b1ae43d
P40-10,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 18.png,Toxic B — Amber Chemical Planet,accepted,greenhouse,amber-chemical,,True,False,False,False,False,True,False,,,True,True,e7c484584b43e5c0b167de4cd338d5ab1c89bd3e4d7ffc2b476384f975ff29d6
P40-11,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 19.png,Toxic B — Amber Chemical Planet,accepted,gas-giant,amber-cloud,,True,False,False,False,False,True,False,"Broad bands and flowing atmospheric structures, rather than exposed rocky surface.",,True,True,5983485db5af1deecc43304b623f0a20de2028f70b97c1b5dea10fed3a6f3139
P40-12,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 2.png,Toxic B — Amber Chemical Planet,accepted,gas-giant,amber-cloud,,True,False,False,False,False,True,False,"Broad bands and flowing atmospheric structures, rather than exposed rocky surface.",,True,True,ec74f4a6bff7d94a4b17b2e43713d29c15796291b0f735eeca1ebcb4da3e320c
P40-13,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 20.png,Toxic B — Amber Chemical Planet,accepted,greenhouse,amber-chemical,,True,False,False,False,False,True,False,,,True,True,4fd9ec198aea3153ab4f64a9e5120b9e56c636222cab7bb300477a1d643d4209
P40-14,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 21.png,Toxic B — Amber Chemical Planet,rejected,greenhouse,amber-chemical,,True,False,False,False,False,False,False,,Strong localized baked specular glare cannot serve as neutral albedo.,False,False,41128cd4f7aba9e0f6cb1adcabdc2b7fc7c3c7577fb0450802cc60f82aabe6cd
P40-15,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 22.png,Toxic B — Amber Chemical Planet,rejected,volcanic,magma-ocean,,True,False,False,False,False,False,False,"Incandescent orange material surrounding dark crust; treat as emissive molten terrain, not a cool chemical cloud.",Material preparation retained excessive unrecoverable darkness or clipped highlights.,False,False,e140b1d65a2e3a97895e6264b7830385f6f98fc9eb286104791f8a2134dc0298
P40-16,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 23.png,Toxic B — Amber Chemical Planet,accepted,gas-giant,amber-cloud,,True,False,False,False,False,True,False,"Broad bands and flowing atmospheric structures, rather than exposed rocky surface.",,True,True,e477136eb7f3ec444e493fcf3f438d56384d26a3872c5e7b54c3b82fba5dbbca
P40-17,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 24.png,Toxic B — Amber Chemical Planet,accepted,greenhouse,amber-chemical,,True,False,False,False,False,True,False,,,True,True,c910e63d50f45d948d9bed7661dd04e869065e19b4e7a8cb041c760b333b4baf
P40-18,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 25.png,Toxic B — Amber Chemical Planet,accepted,greenhouse,amber-chemical,,True,False,False,False,False,True,False,,,True,True,010c14f0adfb7c6bd8a930bb47b78189151bea0f4cba64259932bd72ebc11eb3
P40-19,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 3.png,Toxic B — Amber Chemical Planet,rejected,greenhouse,amber-chemical,,True,False,False,False,False,False,False,,"Surface is too dark, blurred, or unnaturally clipped/saturated after conversion.",True,True,bafdd70680dde4e0f7677f10c9b864ccf6ac0935bacb4714c0b529525ca97767
P40-20,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 4.png,Toxic B — Amber Chemical Planet,accepted,greenhouse,amber-chemical,,True,False,False,False,False,True,False,,,True,True,4f4db238c3019a0fe49bd3379739fce75bf46bd101dc420e1cf415ea6ad9ba91
P40-21,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 5.png,Toxic B — Amber Chemical Planet,accepted,gas-giant,amber-cloud,,True,False,False,False,False,True,False,"Broad bands and flowing atmospheric structures, rather than exposed rocky surface.",,True,True,741f829db83acb4a8df5c7fa4f50b79800f25d279b9433099e33e21c30ba5459
P40-22,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 6.png,Toxic B — Amber Chemical Planet,rejected,greenhouse,amber-chemical,,True,False,False,False,False,False,False,,"Surface is too dark, blurred, or unnaturally clipped/saturated after conversion.",True,True,c7fe15b0e639cb1ffa77a498a45e175b184a83bbaae99c4935d5290a5e7883d0
P40-23,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 7.png,Toxic B — Amber Chemical Planet,rejected,greenhouse,amber-chemical,,True,False,False,False,False,False,False,,Strong localized baked specular glare cannot serve as neutral albedo.,False,False,2fa3567050212fffe66562e3debc5dd0e1a4a3b93aae91ecf57036287f94d0e0
P40-24,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 8.png,Toxic B — Amber Chemical Planet,accepted,greenhouse,amber-chemical,,True,False,False,False,False,True,False,,,True,True,1e624eb6c1e045f48f49f7e8acac580801d9dda0df90e7c752918746aa35fc83
P40-25,Toxic B — Amber Chemical Planet,Toxic B — Amber Chemical Planet 9.png,Toxic B — Amber Chemical Planet,rejected,greenhouse,amber-chemical,,True,False,False,False,False,False,False,,Strong localized baked specular glare cannot serve as neutral albedo.,False,False,f543e53d2228b2c75815cb8687d972f26d704b90d9c2ac84f82ae675114f10f1
P41-01,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 1.png,Toxic C — Blue-Green Chemical World,accepted,greenhouse,blue-green-chemical,,True,False,False,False,False,True,False,,,True,True,96fbbd18d44091d77e82c0a28cb79e622459d341b6af583c7911d56538da9399
P41-02,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 10.png,Toxic C — Blue-Green Chemical World,accepted,greenhouse,blue-green-chemical,,True,False,False,False,False,True,False,,,True,True,992fe48941ef66359e3932916bb7d8c4aafea0175538c2bbb92eab22e02ea471
P41-03,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 11.png,Toxic C — Blue-Green Chemical World,rejected,greenhouse,blue-green-chemical,,True,False,False,False,False,False,False,,"Persistent colored limb glare, ocean hotspot, or baked shadow strip remains visible during rotation.",True,True,5af50762d49b183849e8970e11b854738c8164c3b5f6c075911f68b771f513dd
P41-04,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 12.png,Toxic C — Blue-Green Chemical World,rejected,greenhouse,blue-green-chemical,,True,False,False,False,False,False,False,,"Polished mineral-ball appearance with artificial relief/glare, rather than convincing planetary terrain.",False,False,69305072472ad76c60a989dab1f0167d737a29adb791a622999a20ac00467500
P41-05,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 13.png,Toxic C — Blue-Green Chemical World,accepted,greenhouse,blue-green-chemical,,True,False,False,False,False,True,False,,,True,True,eb7aa47f5a72acd7b6c6e005b84664c77802fe60a260bbf1543cb47a0e1ac13f
P41-06,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 14.png,Toxic C — Blue-Green Chemical World,rejected,greenhouse,blue-green-chemical,,True,False,False,False,False,False,False,,"Persistent colored limb glare, ocean hotspot, or baked shadow strip remains visible during rotation.",True,True,68f60e816255c7c3354fa9092bc7bd9a8a71f50b46ecf3a162a175c82c4f327e
P41-07,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 15.png,Toxic C — Blue-Green Chemical World,rejected,greenhouse,blue-green-chemical,,True,False,False,False,False,False,False,,"Persistent colored limb glare, ocean hotspot, or baked shadow strip remains visible during rotation.",True,True,7be8d325723d0ed41f411acbfddf88e271d0066ed47f3d2e0dea7b6a65a5ead6
P41-08,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 16.png,Toxic C — Blue-Green Chemical World,accepted,mini-neptune,blue-cloud,,True,False,False,False,False,True,False,"Smooth opaque cloud envelope with atmospheric bands, rather than established exposed surface.",,True,True,567ed24d34650a23bd0fd822d2284f5faf0dc6a66986ff8f0b3b676a3e099bb2
P41-09,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 17.png,Toxic C — Blue-Green Chemical World,accepted,greenhouse,blue-green-chemical,,True,False,False,False,False,True,False,,,True,True,8522ac2e0f9cb7d1c578f88824afd88f7e920fb4a266fd4c6da79a215a2f664a
P41-10,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 18.png,Toxic C — Blue-Green Chemical World,accepted,greenhouse,blue-green-chemical,,True,False,False,False,False,True,False,,,True,True,0602581d70d20312eef592ef208980eb1643e22c97bd2629f0c5b9f39c7647a0
P41-11,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 19.png,Toxic C — Blue-Green Chemical World,rejected,greenhouse,blue-green-chemical,,True,False,False,False,False,not prepared (source excluded),True,,Recognizable Earth continental geography is unsuitable for fictional alien worlds.,False,False,b6c1240c3048f4f5619aa8c315c9040b11bd6035ad3f284fc3e8cef4242a3b75
P41-12,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 2.png,Toxic C — Blue-Green Chemical World,accepted,greenhouse,blue-green-chemical,,True,False,False,False,False,True,False,,,True,True,b2fb89c0d79703bc4f72812144da94fa082b8153c644a7b1b2b5123de8cd83cd
P41-13,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 20.png,Toxic C — Blue-Green Chemical World,accepted,mini-neptune,blue-cloud,,True,False,False,False,False,True,False,"Smooth opaque cloud envelope with atmospheric bands, rather than established exposed surface.",,True,True,60b42385f9d1214b212ef313280f5d6e6ce4bb217d1925e699bed903488e4a7b
P41-14,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 21.png,Toxic C — Blue-Green Chemical World,accepted,greenhouse,blue-green-chemical,,True,False,False,False,False,True,False,,,True,True,f68a8bf7750bf7262ed219aeb361a3eee663814ffb1851ce714fe54e46c41238
P41-15,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 22.png,Toxic C — Blue-Green Chemical World,accepted,greenhouse,blue-green-chemical,,True,False,False,False,False,True,False,,,True,True,1013811b121762f7b21c1ec9399585453ab4a82b7d96584a31662a90ac39d9a7
P41-16,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 23.png,Toxic C — Blue-Green Chemical World,rejected,greenhouse,blue-green-chemical,,True,False,False,False,False,False,False,,"Persistent colored limb glare, ocean hotspot, or baked shadow strip remains visible during rotation.",True,True,0aecf6f6fa8c6a2de1a1a4958109f1a3d89a95b6ad496a6e1644d0cbdc40d6c8
P41-17,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 3.png,Toxic C — Blue-Green Chemical World,accepted,greenhouse,blue-green-chemical,,True,False,False,False,False,True,False,,,True,True,165b4b7f9c85f13fb41436e1465ae912d5ef6e1a375c031beb4fab9484d92832
P41-18,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 4.png,Toxic C — Blue-Green Chemical World,accepted,greenhouse,blue-green-chemical,,True,False,False,False,False,True,False,,,True,True,c63a4f4d0cb6c6dde36a65ef457b6f4685b6e72ed62660821746925e64a7cfd1
P41-19,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 5.png,Toxic C — Blue-Green Chemical World,rejected,greenhouse,blue-green-chemical,,True,False,False,False,False,False,False,,"Polished mineral-ball appearance with artificial relief/glare, rather than convincing planetary terrain.",False,False,9a0ec598d385fac46e3c210151b53376b73b337f5664369e6c31a486d1441a09
P41-20,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 6.png,Toxic C — Blue-Green Chemical World,accepted,mini-neptune,blue-cloud,,True,False,False,False,False,True,False,"Smooth opaque cloud envelope with atmospheric bands, rather than established exposed surface.",,True,True,8db800e2c68788af8de2a961a5d78a3b3a5988f6245632f2f24a959197871c7f
P41-21,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 7.png,Toxic C — Blue-Green Chemical World,accepted,greenhouse,blue-green-chemical,,True,False,False,False,False,True,False,,,True,True,18d9af821a3709bf649b338c4e62cc479d0c7d732bfeea431ed43dc4a09fda26
P41-22,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 8.png,Toxic C — Blue-Green Chemical World,rejected,greenhouse,blue-green-chemical,,True,False,False,False,False,False,False,,Persistent colored limb glare or baked shadow strip remains visible during rotation.,True,True,07262c29658d7f230e87e187f7128b167b1306ffec6579c2a1f6c70723f660e5
P41-23,Toxic C — Blue-Green Chemical World,Toxic C — Blue- Green Chemical World 9.png,Toxic C — Blue-Green Chemical World,accepted,greenhouse,blue-green-chemical,,True,False,False,False,False,True,False,,,True,True,6205a3c5ec7a2c7dd2b2daa9c55903fd1a78af0080b25b4e3b0cee7b194c8cbe
P42-01,Tundra A — Cold Steppe,Tundra A — Cold Steppe 1.png,Tundra A — Cold Steppe,accepted,tundra,cold-steppe,,True,True,True,True,False,True,False,,,True,True,0de19c5b8d1aaf82361258e0b61e1073be14b2b8ca58862a369536120fa66a1c
P42-02,Tundra A — Cold Steppe,Tundra A — Cold Steppe 10.png,Tundra A — Cold Steppe,rejected,tundra,cold-steppe,,True,varies,varies,varies,False,not prepared (source excluded),True,,Recognizable Earth continental geography is unsuitable for fictional alien worlds.,False,False,1f36c6bde898227d5d9cff5015ebe08d35bb324c2097e760a70b8b6ec69c161e
P42-03,Tundra A — Cold Steppe,Tundra A — Cold Steppe 11.png,Tundra A — Cold Steppe,accepted,tundra,cold-steppe,,True,True,True,True,False,True,False,,,True,True,f6b5bf6c63b1ca5b274a67cc45f01db9159a312643bd5de27924379920b1619b
P42-04,Tundra A — Cold Steppe,Tundra A — Cold Steppe 12.png,Tundra A — Cold Steppe,accepted,tundra,cold-steppe,,True,True,True,True,False,True,False,,,True,True,849a3205608bc38c85f0d047adee8d6f2b4dad7052dd537f3a3018a3bc080253
P42-05,Tundra A — Cold Steppe,Tundra A — Cold Steppe 13.png,Tundra A — Cold Steppe,accepted,tundra,cold-steppe,,True,True,True,True,False,True,False,,,True,True,a21aa6e7a9f4393edec6d052f439e1a3eb90d0c1bb165b22e2f95de6728cbbba
P42-06,Tundra A — Cold Steppe,Tundra A — Cold Steppe 14.png,Tundra A — Cold Steppe,rejected,tundra,cold-steppe,,True,varies,varies,varies,False,False,False,,Persistent colored limb glare or baked shadow strip remains visible during rotation.,True,True,09347972757721cd553bea270948d3323519f1f74fe79da77db34d1bf9f3e456
P42-07,Tundra A — Cold Steppe,Tundra A — Cold Steppe 15.png,Tundra A — Cold Steppe,accepted,tundra,cold-steppe,,True,True,True,True,False,True,False,,,True,True,108b4a3b5b73bafc53a2193d3c491b2c500c2275e24abbd7a4f523be0ab4487b
P42-08,Tundra A — Cold Steppe,Tundra A — Cold Steppe 16.png,Tundra A — Cold Steppe,rejected,tundra,cold-steppe,,True,varies,varies,varies,False,not prepared (source excluded),True,,Recognizable Earth continental geography is unsuitable for fictional alien worlds.,False,False,6cab39e62fae458619b2d3e98c5783dffe44b4e20ab3ec8b470dba3c84831854
P42-09,Tundra A — Cold Steppe,Tundra A — Cold Steppe 17.png,Tundra A — Cold Steppe,accepted,tundra,cold-steppe,,True,True,True,True,False,True,False,,,True,True,6a01dc380b59490346662a98a216abe0e4ce6bfa7be050f83e42dcce90549d54
P42-10,Tundra A — Cold Steppe,Tundra A — Cold Steppe 18.png,Tundra A — Cold Steppe,accepted,tundra,cold-steppe,,True,True,True,True,False,True,False,,,True,True,b70935202e08f9207f9aa64d7c9e6400a14bf2c1131727e15b84f4c2ec4b93bb
P42-11,Tundra A — Cold Steppe,Tundra A — Cold Steppe 19.png,Tundra A — Cold Steppe,accepted,tundra,cold-steppe,,True,True,True,True,False,True,False,,,True,True,f87296d22d5264509e26eb5e247732db4089f968333e420519b45ce42ab7a46c
P42-12,Tundra A — Cold Steppe,Tundra A — Cold Steppe 2.png,Tundra A — Cold Steppe,accepted,tundra,cold-steppe,,True,True,True,True,False,True,False,,,True,True,0be1b0a37714ef432091b93913c834cc166220b066b99714f5c085b8e8ef6e82
P42-13,Tundra A — Cold Steppe,Tundra A — Cold Steppe 20.png,Tundra A — Cold Steppe,accepted,tundra,cold-steppe,,True,True,True,True,False,True,False,,,True,True,f2fb9f7c244496c4defdbfa9461992c130b5a032f982e7a646c312b9df621add
P42-14,Tundra A — Cold Steppe,Tundra A — Cold Steppe 21.png,Tundra A — Cold Steppe,rejected,tundra,cold-steppe,,True,varies,varies,varies,False,False,False,,Persistent colored limb glare or baked shadow strip remains visible during rotation.,True,True,cae19a568303d5f034d6b93394ad805a081de0de4e2304a7e57fd9d7dc879b7c
P42-15,Tundra A — Cold Steppe,Tundra A — Cold Steppe 22.png,Tundra A — Cold Steppe,accepted,tundra,cold-steppe,,True,True,True,True,False,True,False,,,True,True,af3225d9877d95c5ed1b4651e3e0075b4231a383893d203f36b9389ac4d66b64
P42-16,Tundra A — Cold Steppe,Tundra A — Cold Steppe 3.png,Tundra A — Cold Steppe,accepted,tundra,cold-steppe,,True,True,True,True,False,True,False,,,True,True,054a44f084d9ccf2964ab7f222dde30a90f51331db33108cc0149d5ee7678083
P42-17,Tundra A — Cold Steppe,Tundra A — Cold Steppe 4.png,Tundra A — Cold Steppe,rejected,tundra,cold-steppe,,True,varies,varies,varies,False,False,False,,Persistent colored limb glare or baked shadow strip remains visible during rotation.,True,True,28b15fed90fe99cfa99ce9bcbe92c3a9070d86f758d9d5969aee4caa4c1cca95
P42-18,Tundra A — Cold Steppe,Tundra A — Cold Steppe 5.png,Tundra A — Cold Steppe,rejected,tundra,cold-steppe,,True,varies,varies,varies,False,not prepared (source excluded),True,,Closer inspection confirms recognizable Earth-derived continents/coastlines; excluded from alien-world selection.,False,False,b05abc8fb8f864372e2357446709bf5faed6a98ff39ce422396619fe1fbc672e
P42-19,Tundra A — Cold Steppe,Tundra A — Cold Steppe 6.png,Tundra A — Cold Steppe,rejected,tundra,cold-steppe,,True,varies,varies,varies,False,not prepared (source excluded),False,,"Exaggerated miniature-model relief, clumped geometry or graphic plate boundaries are implausible at planetary scale.",False,False,fa712eceb472662ae43ffe4e188cc7eef19bc56fbf65997ab4acbff1049e63c3
P42-20,Tundra A — Cold Steppe,Tundra A — Cold Steppe 7.png,Tundra A — Cold Steppe,accepted,tundra,cold-steppe,,True,True,True,True,False,True,False,,,True,True,085d125cdd78cd91eecebc4c957d5625dfecd385a762a5400b95e2f5fa6ce1c8
